@relation data
@attribute OpSet1 numeric
@attribute OpSet2 numeric
@attribute OpSet3 numeric
@attribute SensorMeasure1 numeric
@attribute SensorMeasure2 numeric
@attribute SensorMeasure3 numeric
@attribute SensorMeasure4 numeric
@attribute SensorMeasure5 numeric
@attribute SensorMeasure6 numeric
@attribute SensorMeasure7 numeric
@attribute SensorMeasure8 numeric
@attribute SensorMeasure9 numeric
@attribute SensorMeasure10 numeric
@attribute SensorMeasure11 numeric
@attribute SensorMeasure12 numeric
@attribute SensorMeasure13 numeric
@attribute SensorMeasure14 numeric
@attribute SensorMeasure15 numeric
@attribute SensorMeasure16 numeric
@attribute SensorMeasure17 numeric
@attribute SensorMeasure18 numeric
@attribute SensorMeasure19 numeric
@attribute SensorMeasure20 numeric
@attribute SensorMeasure21 numeric
@attribute survival_time numeric
@attribute survival_status numeric
@data
10.0015,0.25,100,489.05,604.95,1499.7,1314.87,10.52,15.49,394.85,2318.96,8766.97,1.26,45.46,371.96,2388.14,8117.94,8.6369,0.03,369,2319,100,28.53,17.051,181,1
41.9996,0.8417,100,445,548.77,1355.19,1124.01,3.91,5.71,138.37,2211.86,8322.08,1.02,41.88,131.11,2387.97,8083.07,9.3369,0.02,328,2212,100,10.5,6.3679,238,0
42.0075,0.8404,100,445,548.91,1352.41,1124.8,3.91,5.71,138.64,2212.07,8328.56,1.02,41.75,130.81,2388.15,8091.84,9.3276,0.02,332,2212,100,10.51,6.3876,182,1
35.0036,0.8414,100,449.44,555.53,1362.79,1126.7,5.48,8,194.61,2223,8343.15,1.02,41.87,183.25,2388.08,8073.47,9.2967,0.02,332,2223,100,15,9.0541,158,1
0.0026,0,100,518.67,642.18,1580.8,1396.85,14.62,21.61,554.56,2387.94,9072.45,1.3,47.14,523.06,2388,8152.82,8.3679,0.03,392,2388,100,38.94,23.3245,238,0
10.002,0.25,100,489.05,604.67,1495.74,1309.12,10.52,15.49,395.32,2318.86,8776.57,1.26,45.16,371.32,2388.12,8134.46,8.6263,0.03,368,2319,100,28.86,17.223,238,0
35.0067,0.841,100,449.44,555.35,1366.66,1127.44,5.48,8,193.92,2222.94,8351.1,1.03,41.78,183.28,2387.94,8061.58,9.3029,0.02,334,2223,100,14.87,8.92,159,1
42.0013,0.84,100,445,549.73,1357.56,1125.54,3.91,5.72,138.78,2211.96,8324.53,1.02,42.05,130.99,2387.99,8081.8,9.3586,0.02,332,2212,100,10.69,6.2064,147,1
42.0072,0.84,100,445,549.31,1348.03,1128.57,3.91,5.72,139.57,2211.97,8319.54,1.02,41.95,130.82,2388.09,8095.01,9.3921,0.02,331,2212,100,10.46,6.2736,199,1
20.0034,0.7,100,491.19,607.66,1487.4,1250.78,9.35,13.66,334.06,2324,8723.82,1.08,44.26,315.08,2388.1,8062.85,9.1771,0.02,365,2324,100,24.29,14.6419,193,1
24.998,0.6212,60,462.54,536.79,1255.53,1043.74,7.05,9.03,175.46,1915.33,8012.12,0.94,36.44,164.11,2028.21,7873.7,10.849,0.02,306,1915,84.93,14.44,8.6503,213,1
20.0051,0.7,100,491.19,607.32,1487.29,1241.18,9.35,13.65,335.17,2323.87,8719.36,1.08,44.22,314.87,2388.06,8064.67,9.1856,0.02,362,2324,100,24.63,14.8143,162,1
20.0079,0.7,100,491.19,607.25,1483.38,1243.67,9.35,13.66,334.58,2323.92,8731.75,1.08,44.5,314.61,2388.12,8064.5,9.2114,0.02,364,2324,100,24.43,14.7051,207,1
10.0008,0.2516,100,489.05,604.53,1500.01,1301.72,10.52,15.49,394.57,2318.92,8785.29,1.26,45.26,371.91,2388.06,8134.64,8.6307,0.03,368,2319,100,28.4,17.1374,165,1
0.0005,0,100,518.67,642.58,1586.46,1407.18,14.62,21.61,553.66,2388.1,9043.93,1.3,47.74,521.01,2388.18,8124.82,8.4265,0.03,394,2388,100,38.99,23.2445,223,1
42.0054,0.8403,100,445,549.24,1346.65,1120.32,3.91,5.71,138.99,2212.07,8329.77,1.02,41.83,130.72,2388.21,8091.64,9.3188,0.02,330,2212,100,10.54,6.3324,238,0
25.0064,0.6217,60,462.54,536.28,1258.77,1036.12,7.05,9.02,175.09,1915.44,8007.21,0.94,36.42,164.93,2028.27,7876.46,10.846,0.02,306,1915,84.93,14.4,8.6688,238,0
25.0027,0.62,60,462.54,536.45,1253.03,1044.38,7.05,9.02,175.65,1915.44,8008.94,0.94,36.61,165.09,2028.27,7879.36,10.8506,0.02,306,1915,84.93,14.32,8.5597,206,1
10.0015,0.2508,100,489.05,604.61,1506.76,1310.18,10.52,15.49,394.05,2318.98,8771.89,1.26,45.35,371.49,2388.14,8126.01,8.6733,0.03,371,2319,100,28.56,17.1746,238,0
42.0031,0.84,100,445,549.86,1350.32,1129.23,3.91,5.71,138.51,2211.98,8327.55,1.02,42.05,130.71,2388.06,8090.92,9.3349,0.02,330,2212,100,10.73,6.2535,238,0
9.9983,0.25,100,489.05,604.55,1502.9,1311.46,10.52,15.49,395.22,2318.84,8781.55,1.26,45.32,371.99,2388.1,8129.4,8.6904,0.03,368,2319,100,28.55,17.296,221,1
25.0008,0.62,60,462.54,536.53,1257.78,1048.09,7.05,9.02,175.75,1915.21,8002.7,0.94,36.66,164.26,2028.1,7868.02,10.8835,0.02,306,1915,84.93,14.31,8.4915,176,1
25.0009,0.6214,60,462.54,536.71,1262.3,1053.25,7.05,9.03,175.62,1915.28,8013.18,0.94,37.07,164.82,2028.16,7873.71,10.9098,0.02,306,1915,84.93,14.2,8.5323,183,1
24.9991,0.62,60,462.54,536.74,1268.17,1051.46,7.05,9.03,175.21,1915.33,8006.98,0.94,36.67,164.71,2028.22,7871.55,10.9089,0.02,306,1915,84.93,14.25,8.5806,238,0
35.0022,0.8412,100,449.44,555.34,1362.09,1134.83,5.48,8,194.29,2222.8,8349.88,1.02,41.8,183.15,2387.83,8059.87,9.3351,0.02,335,2223,100,14.75,8.939,192,1
35.0038,0.84,100,449.44,555.46,1357.63,1127.57,5.48,8,194.41,2222.9,8339.75,1.02,41.51,182.99,2388.03,8068.76,9.2518,0.02,332,2223,100,14.88,8.976,225,1
25.0006,0.62,60,462.54,536.71,1264.23,1042.1,7.05,9.02,175.66,1915.44,8007.83,0.94,36.38,165.07,2028.35,7876.89,10.8261,0.02,306,1915,84.93,14.34,8.5861,238,0
0.0014,0,100,518.67,641.51,1579.67,1402.6,14.62,21.61,554.51,2387.99,9051.87,1.3,47.08,522.09,2388.06,8144.36,8.4048,0.03,392,2388,100,39.03,23.3271,236,1
42.0039,0.84,100,445,549.21,1344.18,1122.08,3.91,5.71,138.68,2211.85,8306.12,1.02,41.89,130.83,2387.92,8078.33,9.2803,0.02,330,2212,100,10.67,6.4077,238,0
25.003,0.62,60,462.54,536.69,1259.14,1041.46,7.05,9.03,176.16,1915.27,8012.55,0.94,36.81,164.81,2028.17,7865.65,10.9362,0.02,305,1915,84.93,14.27,8.4643,238,0
19.998,0.702,100,491.19,606.48,1483.09,1245.48,9.35,13.66,334.26,2323.91,8721.48,1.08,44.19,315.85,2388.08,8060.86,9.2111,0.02,365,2324,100,24.38,14.7091,211,1
0.0005,0,100,518.67,643.01,1600.73,1414.2,14.62,21.61,552.86,2388.18,9050.89,1.3,47.51,520.86,2388.15,8125.95,8.4708,0.03,394,2388,100,38.73,23.3559,223,1
42.0065,0.8402,100,445,549.26,1355.26,1118.57,3.91,5.71,138.54,2212.05,8329.18,1.02,42,130.62,2388.24,8091.89,9.3328,0.02,333,2212,100,10.68,6.3064,193,1
25.0006,0.62,60,462.54,536.23,1256.85,1044.06,7.05,9.02,175.51,1915.44,8013.34,0.94,36.53,164.68,2028.35,7879.18,10.8767,0.02,306,1915,84.93,14.22,8.6651,202,1
0.003,0.0012,100,518.67,642.7,1587.34,1409.89,14.62,21.61,553,2388.1,9047.19,1.3,47.65,521.49,2388.11,8133.39,8.4394,0.03,394,2388,100,38.77,23.219,238,0
0.0003,0,100,518.67,642.67,1588.7,1406.81,14.62,21.61,553.72,2388.09,9052.7,1.3,47.6,521.75,2388.08,8125.57,8.4591,0.03,392,2388,100,38.74,23.3528,164,1
42.0044,0.8403,100,445,549.45,1352.56,1130.04,3.91,5.71,138.64,2211.71,8318.77,1.02,42.19,130.68,2387.8,8073.23,9.3726,0.02,331,2212,100,10.57,6.345,203,1
41.9995,0.84,100,445,549.61,1348.59,1127.05,3.91,5.72,138.63,2212.15,8323.61,1.02,41.83,130.82,2388.13,8089.44,9.3356,0.02,329,2212,100,10.45,6.3653,231,1
20.0003,0.702,100,491.19,607.38,1482.61,1252.18,9.35,13.65,335.1,2323.92,8727.96,1.08,44.17,315.37,2388.09,8069.45,9.2166,0.02,365,2324,100,24.58,14.6894,216,1
10,0.25,100,489.05,604.55,1506.46,1305.99,10.52,15.49,393.68,2318.95,8773.01,1.26,45.39,371.39,2388.17,8126.05,8.6548,0.03,368,2319,100,28.31,17.0811,184,1
20.0075,0.7006,100,491.19,607.76,1478,1256.47,9.35,13.66,334.48,2323.94,8724.77,1.08,44.36,315.2,2388.09,8061.42,9.1831,0.02,365,2324,100,24.57,14.6732,178,1
35.0078,0.8409,100,449.44,555.43,1357,1123.16,5.48,8,195.01,2223.06,8351.31,1.02,41.77,183.17,2388.17,8075.63,9.3238,0.02,333,2223,100,14.82,8.8971,238,0
10.0053,0.2514,100,489.05,605.08,1500.07,1307.55,10.52,15.5,394.08,2318.94,8772.88,1.26,45.45,372.25,2388.15,8120.65,8.6297,0.03,372,2319,100,28.72,17.1236,173,1
25.0018,0.62,60,462.54,536.4,1253.49,1041.36,7.05,9.03,175.76,1915.36,8005.75,0.94,36.62,164.6,2028.29,7870.28,10.8441,0.02,307,1915,84.93,14.41,8.7744,150,1
10.0014,0.25,100,489.05,605.2,1505.34,1309.97,10.52,15.49,394.43,2318.99,8765.82,1.26,45.53,370.85,2388.1,8120.6,8.6609,0.03,370,2319,100,28.63,17.1352,192,1
19.9993,0.7013,100,491.19,607.2,1474.51,1241.64,9.35,13.65,334.32,2323.99,8726.23,1.08,44.25,315.73,2388.02,8070.54,9.1733,0.02,364,2324,100,24.59,14.7939,201,1
42.0003,0.84,100,445,549.37,1345.94,1128.55,3.91,5.71,138.82,2211.84,8317.58,1.02,42.07,130.69,2387.95,8082.22,9.3796,0.02,331,2212,100,10.76,6.3382,163,1
10.0011,0.25,100,489.05,605.03,1501.48,1308.1,10.52,15.49,395.04,2318.97,8773.57,1.26,45.48,371.72,2388.18,8122.33,8.6732,0.03,369,2319,100,28.68,17.1517,180,1
42.002,0.84,100,445,549.35,1343.24,1120.84,3.91,5.71,138.98,2211.76,8320.38,1.02,42.2,130.27,2387.85,8077.82,9.3637,0.02,330,2212,100,10.41,6.4128,147,1
35.0061,0.84,100,449.44,555.43,1366.11,1131,5.48,8,194.66,2222.75,8329.03,1.03,41.76,182.8,2387.76,8056.99,9.3388,0.02,334,2223,100,14.75,8.8769,180,1
0.0027,0,100,518.67,641.91,1583.79,1395.41,14.62,21.6,553.97,2388.01,9059.28,1.3,47.16,522.28,2388,8138.23,8.4227,0.03,391,2388,100,39.08,23.5,238,0
9.9989,0.251,100,489.05,604.12,1494.92,1300.03,10.52,15.49,394.84,2318.84,8799.52,1.26,45.12,371.67,2388.03,8145.75,8.6279,0.03,368,2319,100,28.47,17.2067,238,0
25.005,0.6203,60,462.54,536.44,1263.1,1046.39,7.05,9.03,175.45,1915.59,8013.01,0.94,36.72,165.59,2028.38,7881.93,10.8683,0.02,307,1915,84.93,14.26,8.4946,199,1
0.0024,0.0016,100,518.67,642.22,1591.27,1407.6,14.62,21.61,553.91,2388.09,9040.41,1.3,47.4,521.88,2388.12,8119.73,8.4071,0.03,392,2388,100,38.95,23.3281,206,1
35.0051,0.84,100,449.44,555.75,1364.91,1129.18,5.48,8,194.59,2222.8,8350.29,1.02,41.74,183.21,2387.93,8061.15,9.2719,0.02,332,2223,100,14.96,8.8805,170,1
34.9992,0.8411,100,449.44,555.52,1357.78,1129.52,5.48,8,194.93,2222.98,8346.87,1.02,41.86,183.09,2388.12,8068.2,9.329,0.02,333,2223,100,14.8,9.003,161,1
20.0058,0.7008,100,491.19,606.98,1478.82,1246.69,9.35,13.65,335.25,2323.95,8728.59,1.08,44.21,315.94,2388.09,8068.06,9.1628,0.02,365,2324,100,24.58,14.7213,193,1
42.007,0.8416,100,445,548.9,1348.82,1116.56,3.91,5.71,138.42,2212.03,8326.26,1.02,41.86,130.51,2388.13,8090.71,9.3186,0.02,329,2212,100,10.47,6.3924,167,1
42.004,0.84,100,445,549.7,1348.6,1118.79,3.91,5.71,139.15,2212.01,8328.75,1.02,41.94,130.58,2388.09,8092.08,9.3462,0.02,331,2212,100,10.56,6.3755,147,1
20.0071,0.7008,100,491.19,607.07,1483.97,1245.19,9.35,13.66,334.38,2323.95,8731.15,1.07,44.38,315.48,2388.09,8067.23,9.1957,0.02,364,2324,100,24.49,14.8531,208,1
42.0025,0.84,100,445,549.52,1346.94,1119.26,3.91,5.72,138.55,2211.8,8321.86,1.02,41.97,130.97,2387.9,8076.95,9.3622,0.02,330,2212,100,10.65,6.3316,238,0
25.0071,0.62,60,462.54,537,1257.79,1046.5,7.05,9.03,175.33,1915.46,8013.01,0.94,36.42,164.28,2028.34,7880.2,10.8643,0.02,305,1915,84.93,14.25,8.6234,218,1
0.0005,0,100,518.67,642.39,1588.25,1396.56,14.62,21.61,554.26,2388.04,9056.9,1.3,47.34,522.19,2388.03,8146.41,8.3752,0.03,392,2388,100,38.94,23.424,132,1
24.9985,0.6217,60,462.54,536.89,1266.44,1053.23,7.05,9.03,175.94,1915.26,8015.66,0.94,36.74,164.46,2028.18,7871.38,10.9166,0.02,308,1915,84.93,14.17,8.5561,171,1
42.002,0.84,100,445,549.27,1354.46,1123.28,3.91,5.71,138.39,2211.77,8318.42,1.02,41.94,130.83,2387.86,8078.46,9.3372,0.02,331,2212,100,10.67,6.3771,147,1
9.9992,0.2502,100,489.05,605.39,1497.68,1304.52,10.52,15.49,394.32,2318.89,8772.65,1.26,45.48,371.33,2388.12,8123.35,8.6595,0.03,370,2319,100,28.52,17.0665,189,1
42.008,0.84,100,445,549.84,1357.92,1121.5,3.91,5.72,138.94,2211.82,8322.8,1.02,42.25,130.68,2387.91,8085.35,9.4182,0.02,333,2212,100,10.82,6.3954,238,1
0.0006,0,100,518.67,642.49,1586.25,1406.09,14.62,21.61,552.9,2388.11,9048.64,1.3,47.38,521.19,2388.1,8133.16,8.4444,0.03,393,2388,100,38.96,23.3653,153,1
41.9982,0.8408,100,445,549.85,1354.31,1127.27,3.91,5.71,139.1,2211.77,8320.42,1.02,42.14,130.64,2387.86,8081.41,9.3803,0.02,331,2212,100,10.53,6.3867,204,1
10.0078,0.25,100,489.05,604.66,1497.02,1305.63,10.52,15.49,394.24,2318.86,8780.73,1.26,45.26,372,2388.06,8132.29,8.6478,0.03,368,2319,100,28.75,17.2868,218,1
0.0013,0.0014,100,518.67,641.99,1585.18,1412.81,14.62,21.61,553.94,2388.12,9053.55,1.3,47.35,522.03,2388.05,8137.62,8.3847,0.03,392,2388,100,38.77,23.2408,226,1
24.9992,0.622,60,462.54,536.47,1254.36,1034.15,7.05,9.02,176.18,1915.26,8006.78,0.94,36.43,164.59,2028.16,7873.98,10.8721,0.02,305,1915,84.93,14.44,8.5993,190,1
35.001,0.84,100,449.44,556.3,1369.21,1135.46,5.48,8,194.5,2222.89,8342.95,1.02,41.94,182.71,2387.87,8061.09,9.3439,0.02,335,2223,100,14.84,8.829,196,1
25.0045,0.6214,60,462.54,536.96,1262.39,1048.52,7.05,9.02,175.77,1915.16,8011.72,0.94,36.84,164.74,2028.05,7867.19,10.9281,0.02,309,1915,84.93,14.35,8.5763,238,0
42.0048,0.84,100,445,550.16,1356.86,1133.1,3.91,5.71,139.32,2211.96,8323.18,1.02,42.12,130.87,2388.01,8083.48,9.3226,0.02,331,2212,100,10.53,6.4196,236,1
20.0065,0.7019,100,491.19,607.3,1489.5,1249.82,9.35,13.65,335.1,2323.9,8709.63,1.08,44.55,314.92,2388.05,8047.6,9.2545,0.02,365,2324,100,24.57,14.567,197,1
24.9997,0.62,60,462.54,536.61,1259.2,1039.97,7.05,9.02,175.18,1915.36,8013.82,0.94,36.42,164.93,2028.29,7877.27,10.837,0.02,305,1915,84.93,14.41,8.5387,220,1
10.0018,0.25,100,489.05,604.54,1500.07,1302.04,10.52,15.49,394.82,2318.91,8784.73,1.26,45.24,371.8,2388.06,8135.26,8.635,0.03,370,2319,100,28.64,17.1383,183,1
41.9996,0.84,100,445,548.98,1348.32,1115.01,3.91,5.71,138.56,2211.81,8319.67,1.02,42.1,130.47,2387.89,8078.93,9.3585,0.02,330,2212,100,10.64,6.2918,149,1
25.0074,0.6207,60,462.54,536.08,1257.81,1044.75,7.05,9.03,175.65,1915.27,8006.59,0.94,36.75,163.85,2028.18,7874.95,10.9255,0.02,307,1915,84.93,14.18,8.6054,200,1
10.0016,0.2508,100,489.05,604.55,1497.6,1304.55,10.52,15.49,394.87,2318.83,8782.18,1.26,45.41,371.4,2388.1,8132.32,8.6522,0.03,368,2319,100,28.52,17.1212,183,1
35.0031,0.84,100,449.44,555.94,1366.99,1122.11,5.48,8,194.82,2223.05,8358.86,1.02,41.73,183.07,2388.13,8073.91,9.2804,0.02,333,2223,100,15,8.9758,213,1
42.0079,0.8408,100,445,549.24,1351.1,1122.8,3.91,5.71,138.66,2211.84,8307.5,1.02,41.81,130.6,2387.95,8081.04,9.3502,0.02,329,2212,100,10.7,6.3736,148,1
42.0056,0.84,100,445,548.76,1349.85,1124.41,3.91,5.72,138.73,2212.1,8327.47,1.02,41.86,130.78,2388.2,8094.8,9.378,0.02,330,2212,100,10.68,6.3184,195,1
42.0025,0.84,100,445,549.59,1350.54,1129.29,3.91,5.71,138.53,2211.81,8320.59,1.02,41.93,131.21,2387.8,8079.03,9.3558,0.02,330,2212,100,10.76,6.2792,145,1
20.0049,0.7,100,491.19,606.82,1480.58,1241.32,9.35,13.65,335.17,2323.95,8725.23,1.08,44.22,315.39,2388.09,8069.25,9.2053,0.02,365,2324,100,24.57,14.7595,225,1
0.0007,0,100,518.67,642.33,1582.88,1390.82,14.62,21.61,554.27,2388,9054.05,1.3,47.36,522.45,2388.03,8140.57,8.4253,0.03,392,2388,100,38.95,23.4721,228,1
42.0002,0.8418,100,445,548.98,1355.21,1117.16,3.91,5.71,139.43,2212.11,8331.32,1.02,41.82,130.88,2388.23,8098.42,9.337,0.02,329,2212,100,10.8,6.4133,161,1
0.0026,0,100,518.67,642.72,1594.1,1403.13,14.62,21.61,553.69,2388.09,9053.61,1.3,47.5,521.74,2388.09,8136.52,8.4367,0.03,394,2388,100,38.86,23.3579,236,1
19.9998,0.7,100,491.19,607.46,1482.06,1245.96,9.35,13.66,334.39,2323.96,8730.95,1.07,44.46,315.29,2388.11,8063.28,9.1874,0.02,365,2324,100,24.36,14.5432,155,1
42.0043,0.8404,100,445,549.11,1354.68,1115.94,3.91,5.71,139.19,2211.76,8310.64,1.02,42.01,130.58,2387.78,8073.9,9.3946,0.02,330,2212,100,10.63,6.3966,233,1
0.0009,0.0015,100,518.67,642.57,1581.52,1406.77,14.62,21.61,553.12,2388.11,9049.1,1.3,47.54,521.72,2388.12,8128.34,8.4475,0.03,393,2388,100,38.82,23.3211,177,1
10.0028,0.25,100,489.05,604.62,1495.69,1308.38,10.52,15.49,394.39,2318.87,8782.85,1.26,45.5,371.85,2388.07,8140.25,8.6356,0.03,369,2319,100,28.5,17.1454,194,1
24.9983,0.6205,60,462.54,536.65,1260.54,1042.22,7.05,9.02,176.08,1915.28,8004.75,0.94,36.78,164.29,2028.24,7872.93,10.8724,0.02,305,1915,84.93,14.21,8.5545,217,1
34.9992,0.84,100,449.44,556,1367.96,1127.38,5.48,8,193.8,2222.83,8345.01,1.02,41.79,183.23,2387.91,8060.93,9.3223,0.02,333,2223,100,14.85,8.9277,173,1
42.0023,0.8418,100,445,548.65,1350.96,1116.31,3.91,5.72,138.63,2212.11,8327.11,1.02,41.89,130.96,2388.21,8091.53,9.3653,0.02,330,2212,100,10.6,6.4052,155,1
0.0016,0,100,518.67,642.33,1584.3,1405.66,14.62,21.61,553.89,2388.09,9060.37,1.3,47.53,521.7,2388.07,8138.72,8.4281,0.03,393,2388,100,38.82,23.347,177,1
42.0011,0.8403,100,445,549.08,1354.36,1123.41,3.91,5.71,138.44,2211.59,8309.49,1.02,42,130.07,2387.66,8069.14,9.32,0.02,331,2212,100,10.55,6.3498,183,1
42.0077,0.84,100,445,549.5,1349.94,1123.76,3.91,5.72,138.69,2211.62,8304.95,1.02,42.15,130.41,2387.62,8073.36,9.3767,0.02,328,2212,100,10.61,6.2929,238,0
10.0028,0.25,100,489.05,604.45,1499.89,1297.11,10.52,15.49,394.1,2318.88,8771.33,1.26,45.27,371.98,2388.09,8123.4,8.6466,0.03,367,2319,100,28.33,17.19,175,1
42.0011,0.8418,100,445,549.23,1348.74,1116.28,3.91,5.72,138.76,2212.13,8328.1,1.02,41.75,130.62,2388.19,8094.94,9.3427,0.02,330,2212,100,10.72,6.3867,185,1
0.0027,0,100,518.67,642.72,1591.1,1393.79,14.62,21.61,553.78,2388.02,9050.76,1.3,47.22,522.35,2388.05,8131.53,8.4377,0.03,392,2388,100,38.94,23.3887,143,1
24.9985,0.62,60,462.54,536.61,1260.74,1051.88,7.05,9.02,175.05,1915.26,8016.54,0.94,36.88,164.63,2028.16,7873.42,10.8701,0.02,306,1915,84.93,14.09,8.6435,238,0
0.0025,0,100,518.67,642.55,1585.71,1398.82,14.62,21.61,553.54,2388.06,9050.74,1.3,47.32,521.37,2388.04,8130.83,8.3862,0.03,391,2388,100,39.08,23.3365,189,1
10.0026,0.25,100,489.05,605.09,1495.07,1316.53,10.52,15.49,394.36,2318.95,8780.32,1.26,45.53,371.76,2388.14,8124.75,8.6568,0.03,369,2319,100,28.66,17.203,158,1
35.0053,0.841,100,449.44,556.11,1373.42,1126.84,5.48,8,194.08,2223.04,8359.64,1.02,41.89,183.1,2388.1,8072.95,9.2848,0.02,334,2223,100,14.92,9.0072,182,1
41.9998,0.8416,100,445,550.45,1356.93,1129.49,3.91,5.71,138.49,2211.86,8330.49,1.02,42.17,130.67,2387.98,8086.92,9.3988,0.02,330,2212,100,10.48,6.337,238,1
25.0005,0.62,60,462.54,536.65,1262.79,1051.94,7.05,9.03,175.66,1915.09,7999.31,0.94,36.66,165.04,2028.01,7859.56,10.9254,0.02,307,1915,84.93,14.32,8.5961,208,1
25.0057,0.62,60,462.54,536.72,1259.24,1048.42,7.05,9.03,176.08,1915.25,8007.57,0.94,36.66,164.63,2028.15,7872.59,10.9078,0.02,308,1915,84.93,14.29,8.5926,155,1
19.9998,0.7,100,491.19,607.18,1493.25,1251.4,9.35,13.66,334.95,2323.95,8718.91,1.08,44.21,314.66,2388.01,8053.47,9.2167,0.02,365,2324,100,24.43,14.6409,238,0
42.0056,0.84,100,445,549.39,1353.47,1128.07,3.91,5.72,138.67,2211.98,8324.7,1.02,42.01,130.63,2387.97,8088.6,9.3319,0.02,331,2212,100,10.62,6.335,238,0
24.9989,0.62,60,462.54,536.65,1262.46,1035.06,7.05,9.03,176,1915.36,8004.39,0.94,36.84,164.36,2028.21,7872.66,10.8352,0.02,307,1915,84.93,14.24,8.6468,182,1
0.0015,0,100,518.67,642,1583.37,1395.19,14.62,21.61,554.05,2388,9054.15,1.3,47.16,522.17,2388.11,8142.69,8.4276,0.03,391,2388,100,38.86,23.4037,238,0
35.0026,0.84,100,449.44,556.16,1364.28,1129.88,5.48,8,194.54,2222.97,8363.27,1.02,41.77,182.89,2388.1,8070.97,9.3458,0.02,335,2223,100,14.72,8.8167,229,1
0.0012,0,100,518.67,643.01,1586.77,1397.25,14.62,21.61,553.45,2388.12,9041.78,1.3,47.44,521.68,2388.08,8129.18,8.4647,0.03,393,2388,100,38.97,23.3029,127,1
25.0009,0.6202,60,462.54,537.15,1260.2,1045.09,7.05,9.03,174.67,1915.44,8015.24,0.94,36.7,164.61,2028.26,7879.49,10.9139,0.02,307,1915,84.93,14.29,8.4245,238,0
42.0052,0.84,100,445,549.24,1355.42,1123.26,3.91,5.72,138.64,2211.83,8326.05,1.02,42.09,129.8,2387.96,8081.17,9.3432,0.02,330,2212,100,10.71,6.4126,193,1
10.0051,0.2514,100,489.05,605.27,1504.13,1313.33,10.52,15.49,393.9,2318.99,8772.25,1.26,45.46,371.84,2388.19,8119.13,8.6903,0.03,371,2319,100,28.75,17.028,196,1
0.002,0,100,518.67,642.97,1589.47,1406.93,14.62,21.61,554.06,2388.03,9057.1,1.3,47.3,521.31,2388.08,8137.74,8.4436,0.03,393,2388,100,39.09,23.1988,233,1
25.0047,0.62,60,462.54,536.57,1263.72,1042.19,7.05,9.03,175.67,1915.23,8002.27,0.94,36.55,164.59,2028.13,7867.29,10.8916,0.02,307,1915,84.93,14.43,8.6156,201,1
0.0016,0,100,518.67,642.56,1584.64,1400.7,14.62,21.61,553.67,2388.03,9042.12,1.3,47.2,521.84,2388.06,8132.06,8.4497,0.03,391,2388,100,39.08,23.3724,183,1
0.0027,0,100,518.67,641.92,1582.88,1391.71,14.62,21.61,555.28,2388.04,9063.85,1.3,47.12,522.34,2387.97,8143.57,8.4137,0.03,392,2388,100,39.01,23.4259,238,0
0.0017,0,100,518.67,642.12,1586.42,1403.52,14.62,21.61,554.72,2388.07,9054.01,1.3,47.21,522.04,2388.04,8128.9,8.4269,0.03,393,2388,100,39.05,23.2949,134,1
0.0019,0,100,518.67,642.58,1579.65,1404.83,14.62,21.61,554.23,2388.07,9046.18,1.3,47.54,521.94,2388.11,8137.97,8.4336,0.03,391,2388,100,38.99,23.3525,148,1
42.0014,0.8415,100,445,549.48,1347.46,1117.51,3.91,5.72,138.78,2211.72,8311.95,1.02,41.86,130.27,2387.82,8073.95,9.3479,0.02,331,2212,100,10.67,6.4708,238,0
25.0074,0.62,60,462.54,536.84,1256.52,1043.97,7.05,9.02,175.29,1915.47,8019.94,0.94,36.7,164.75,2028.38,7875.47,10.885,0.02,306,1915,84.93,14.35,8.4712,238,0
20.0051,0.7,100,491.19,607.25,1483.03,1243.01,9.35,13.65,334.79,2323.92,8720.62,1.08,44.25,315.66,2388.11,8057.34,9.2491,0.02,363,2324,100,24.55,14.6796,162,1
10.0039,0.2514,100,489.05,604.59,1496.73,1307.46,10.52,15.49,394.98,2318.8,8770.71,1.26,45.24,372.08,2388,8123.91,8.6463,0.03,367,2319,100,28.54,17.2087,238,0
35.0073,0.84,100,449.44,555.88,1367.16,1130.22,5.48,8,193.94,2222.65,8337.36,1.02,41.85,182.98,2387.75,8048.69,9.3475,0.02,334,2223,100,14.71,8.8524,142,1
35.0064,0.84,100,449.44,555.13,1362.05,1130.29,5.48,8,194.27,2222.95,8354.26,1.02,41.73,183.55,2388.11,8071.42,9.2604,0.02,334,2223,100,14.9,8.8217,204,1
34.9989,0.84,100,449.44,555.44,1371.34,1121.46,5.48,8,194.79,2222.93,8344.17,1.02,41.71,182.69,2388,8064.58,9.2879,0.02,334,2223,100,14.88,8.9362,238,0
